carat,depth,price,x,y,z,class
0.9,62.3,3950,6.14,6.18,3.84,3
0.76,63.7,3950,5.81,5.77,3.69,2
0.9,59.7,3951,6.25,6.22,3.72,3
0.72,61.3,3951,5.74,5.71,3.51,1
1.2,59.6,3951,6.95,6.9,4.13,3
1.12,63.7,3951,6.54,6.5,4.15,3
0.9,60.6,3951,6.27,6.21,3.78,3
1,64,3951,6.43,6.39,4.1,2
1.05,60.9,3951,6.61,6.55,4.01,1
0.96,63.1,3951,6.29,6.22,3.95,1
0.72,59.2,3952,5.77,5.86,3.44,3
1.13,64,3952,6.52,6.58,4.19,3
1.01,58.9,3952,6.56,6.62,3.88,3
0.71,58.8,3952,5.89,5.81,3.44,2
0.8,61.6,3953,5.95,5.99,3.68,3
1.04,62.4,3953,6.48,6.46,4.04,2
0.8,61.3,3954,5.93,6.01,3.66,3
0.9,62.5,3954,6.06,6.13,3.81,3
0.91,62.4,3954,6.17,6.21,3.86,2
0.9,64.7,3954,6.04,6.08,3.92,3
1.16,60.7,3955,6.77,6.83,4.13,3
0.71,61.1,3955,5.76,5.8,3.53,1
1.11,61.2,3956,6.65,6.69,4.08,2
1.03,61.8,3957,6.51,6.41,3.99,3
0.91,61.2,3958,6.21,6.25,3.81,2
1.06,62.6,3958,6.46,6.52,4.06,2
0.9,61.9,3958,6.23,6.18,3.84,1
1.01,62.8,3959,6.33,6.25,3.95,2
1.01,60.6,3959,6.45,6.38,3.89,2
1.01,63.9,3959,6.35,6.32,4.05,2
1.01,62.5,3959,6.39,6.35,3.98,2
1.01,62.7,3959,6.43,6.36,4.01,2
1.01,63.6,3959,6.35,6.33,4.03,2
1.01,63.4,3959,6.35,6.29,4.01,2
1.01,63.6,3959,6.39,6.31,4.04,2
0.97,59.8,3960,6.38,6.42,3.83,1
1.04,61.6,3960,6.56,6.49,4.02,2
0.91,63.6,3961,6.09,6.12,3.88,1
0.75,62.4,3961,5.79,5.84,3.63,2
0.91,61.9,3961,6.14,6.11,3.79,1
1.09,61.9,3961,6.58,6.54,4.06,2
0.88,62.2,3962,6.12,6.16,3.82,2
0.91,62.7,3963,6.11,6.17,3.85,3
0.94,62,3963,6.19,6.22,3.85,1
0.91,62.3,3963,6.22,6.13,3.85,2
0.9,62.6,3964,6.14,6.19,3.86,2
0.9,62.7,3964,6.15,6.2,3.87,2
1.21,63.4,3964,6.84,6.69,4.31,2
1,68.3,3965,6.02,5.93,4.08,1
1.18,63.3,3965,6.7,6.64,4.22,1
1.18,62.5,3965,6.75,6.62,4.18,1
1,64.3,3965,6.22,6.19,3.99,2
1,64.3,3965,6.34,6.29,4.06,2
1,65.2,3965,6.19,6.08,4.01,1
1,63.2,3965,6.38,6.33,4.02,2
1,60.8,3965,6.41,6.36,3.88,2
1,62.2,3965,6.28,6.22,3.89,1
1,65,3965,6.27,6.23,4.06,2
0.25,60,575,4.1,4.14,2.47,1
0.25,60.2,575,4.11,4.13,2.48,1
0.33,59.9,575,4.48,4.57,2.71,2
0.3,62.1,575,4.21,4.26,2.63,1
0.32,62.2,575,4.42,4.45,2.76,2
0.32,61.4,575,4.42,4.44,2.72,2
0.25,60.9,575,4.06,4.09,2.48,3
0.33,62.2,575,4.45,4.46,2.77,2
0.25,61.3,575,4.04,4.08,2.49,1
0.37,63.7,575,4.55,4.59,2.91,3
0.32,61.9,576,4.36,4.39,2.71,1
0.32,60.6,576,4.44,4.4,2.68,2
0.32,62.4,576,4.4,4.35,2.73,1
0.32,62,576,4.41,4.36,2.72,1
0.32,59.7,576,4.45,4.43,2.65,1
0.32,62.7,576,4.37,4.34,2.73,1
0.32,60.3,576,4.45,4.44,2.68,2
0.32,61.5,576,4.41,4.4,2.71,2
0.32,62.2,576,4.42,4.39,2.74,2
0.32,62.6,576,4.42,4.37,2.75,2
0.32,62.5,576,4.39,4.38,2.74,2
0.32,63,576,4.42,4.38,2.77,2
0.32,61.3,576,4.43,4.38,2.7,2
0.32,61.1,576,4.42,4.39,2.69,2
0.32,62.5,576,4.39,4.35,2.73,2
0.32,62,576,4.41,4.36,2.72,2
0.32,61.6,576,4.39,4.37,2.7,2
0.32,62.5,576,4.4,4.37,2.74,2
0.32,62.9,576,4.4,4.37,2.76,2
0.32,62.2,576,4.37,4.35,2.71,2
1,66.5,3965,6.24,6.21,4.14,2
1.2,62.1,3965,6.84,6.69,4.21,2
0.77,62.7,3966,5.84,5.89,3.67,1
1.01,61.8,3966,6.36,6.39,3.94,1
1.01,62.1,3966,6.27,6.38,3.93,1
1.01,63,3966,6.29,6.34,3.98,1
0.82,61.9,3966,6,6.02,3.72,1
0.77,59.4,3966,6,5.96,3.55,2
0.8,61.7,3967,5.98,5.95,3.68,1
1.13,59.4,3967,6.78,6.83,4.04,1
0.92,63.5,3967,6.16,6.12,3.9,3
0.92,61.8,3967,6.25,6.21,3.85,3
0.9,61.1,3967,6.24,6.19,3.79,2
1.09,61.6,3968,6.64,6.57,4.07,2
0.91,61.5,3968,6.2,6.23,3.82,1
0.91,60.8,3968,6.25,6.29,3.81,1
0.91,62.8,3968,6.13,6.16,3.86,1
0.62,62.2,3968,5.45,5.48,3.4,2
1.09,61.9,3968,6.65,6.58,4.1,2
1.02,61.3,3971,6.42,6.46,3.95,2
1.01,63.5,3971,6.23,6.31,3.98,2
1.01,62.1,3971,6.42,6.39,3.98,2
1.01,59.4,3971,6.59,6.57,3.91,2
0.8,61.4,3972,5.97,6.02,3.68,1
0.8,62.4,3972,5.93,5.99,3.72,2
0.9,62.4,3972,6.05,6.09,3.79,2
1.02,64.6,3972,6.33,6.28,4.07,2
0.91,64,3973,6.01,6.06,3.86,1
0.7,61.3,3974,5.69,5.73,3.5,3
1.02,59.6,3974,6.51,6.54,3.89,3
1.03,60.2,3974,6.59,6.53,3.95,3
1,63.1,3975,6.29,6.36,3.99,2
0.9,62.2,3975,6.11,6.15,3.81,2
0.9,61.2,3975,6.25,6.29,3.84,2
0.81,61.5,3975,6,6.06,3.71,1
1.06,62.4,3975,6.48,6.54,4.06,2
0.96,61.6,3975,6.24,6.29,3.86,2
1,59.3,3975,6.44,6.51,3.84,3
0.91,62.2,3975,6.19,6.15,3.84,1
0.91,62.6,3975,6.17,6.14,3.85,1
0.91,62.8,3975,6.18,6.15,3.87,1
0.91,61.8,3975,6.21,6.18,3.83,1
0.9,63.2,3976,6.09,6.16,3.87,1
1.23,63.7,3977,6.72,6.79,4.3,2
0.97,59.6,3977,6.41,6.47,3.84,3
0.9,62,3977,6.2,6.1,3.81,3
0.9,64.5,3977,6.01,6.08,3.9,1
1,63.7,3977,6.36,6.32,4.04,3
1,62.4,3977,6.35,6.31,3.95,3
1.06,60.7,3977,6.61,6.59,4,1
1.11,61.9,3978,6.63,6.61,4.1,2
0.82,61.8,3979,6.02,6.05,3.73,1
0.91,62.7,3979,6.11,6.21,3.86,2
1.02,62.8,3980,6.42,6.38,4.02,2
0.77,61.6,3980,5.88,5.91,3.63,2
0.73,61.5,3980,5.79,5.82,3.57,2
1.08,64.3,3980,6.46,6.44,4.15,3
1.08,65.1,3980,6.47,6.44,4.2,3
0.81,63.5,3981,5.9,5.94,3.76,1
1.01,60.6,3981,6.49,6.41,3.91,1
1.01,59,3982,6.57,6.61,3.89,3
1.02,61.9,3983,6.43,6.46,3.99,2
1.02,61.1,3984,6.49,6.54,3.98,3
0.83,61.3,3984,6.02,6.11,3.72,2
0.9,62.2,3984,6.14,6.07,3.8,1
1.21,64.6,3984,6.74,6.64,4.32,3
0.95,62.9,3984,6.26,6.21,3.92,2
0.93,62.9,3984,6.25,6.19,3.91,1
1.04,61.3,3984,6.49,6.44,3.96,2
1.17,62.2,3984,6.76,6.72,4.19,3
1.21,60.8,3984,6.93,6.88,4.19,3
0.93,61.6,3985,6.29,6.33,3.89,2
1.39,62.6,3985,7.15,7.1,4.46,2
0.91,61.6,3985,6.24,6.22,3.84,1
0.92,62.5,3986,6.19,6.26,3.89,1
0.91,60.5,3986,6.26,6.34,3.81,1
1.13,59.1,3987,6.85,6.82,4.04,2
1.13,62.4,3987,6.68,6.62,4.15,3
1.13,62.2,3987,6.67,6.61,4.13,2
1.02,62.1,3987,6.45,6.4,3.99,2
0.93,62.8,3988,6.19,6.27,3.91,2
0.9,62.1,3989,6.16,6.2,3.84,2
0.9,63.1,3989,6.08,6.12,3.85,2
0.9,62.6,3989,6.14,6.22,3.87,2
0.9,62.1,3989,6.16,6.23,3.85,2
0.9,61.9,3989,6.14,6.18,3.81,2
0.9,59.5,3989,6.28,6.33,3.75,2
0.96,60,3989,6.47,6.43,3.87,2
1.06,60,3989,6.64,6.59,3.97,1
1.05,63.6,3989,6.4,6.36,4.06,3
0.7,62.3,3990,5.67,5.72,3.55,1
0.93,62.1,3990,6.27,6.29,3.9,1
0.9,62.7,3990,6.1,6.15,3.84,2
0.93,62.5,3990,6.2,6.24,3.89,2
0.83,61.3,3990,6.04,6.06,3.71,2
0.9,62,3990,6.06,6.13,3.78,1
1.25,64.4,3990,6.82,6.71,4.36,2
0.73,61.8,3990,5.8,5.78,3.58,3
0.91,62.6,3991,6.27,6.3,3.81,1
1,62.8,3991,6.35,6.43,4.01,3
1,64.1,3991,6.3,6.33,4.05,2
0.91,63.7,3991,6.08,6.11,3.88,3
1.01,56.8,3991,6.63,6.58,3.75,1
1,63.2,3991,6.27,6.33,3.98,2
1,59,3991,6.42,6.46,3.8,2
1.01,66.8,3991,6.21,6.13,4.12,3
1.01,62.8,3991,6.42,6.38,4.02,2
1,61.8,3991,6.37,6.31,3.92,2
1.08,62.7,3992,6.53,6.49,4.08,3
0.9,59.3,3992,6.27,6.3,3.73,2
0.9,58.9,3992,6.18,6.17,3.64,3
0.9,62.8,3992,6.16,6.13,3.86,3
0.9,59.6,3992,6.24,6.17,3.7,3
0.9,63.9,3992,6.09,6.06,3.88,3
0.9,63.4,3992,6.05,6,3.82,3
0.9,62.4,3992,6.22,6.18,3.87,3
0.9,61.6,3992,6.19,6.14,3.8,3
0.81,63.1,3992,5.99,5.9,3.75,3
0.9,63.9,3992,6.08,6.03,3.87,3
0.91,63.7,3993,6.1,6.17,3.91,3
0.74,63.5,3993,5.78,5.72,3.65,1
0.97,61.9,3993,6.35,6.31,3.92,3
0.97,59.9,3993,6.45,6.38,3.84,3
0.91,61.5,3994,6.2,6.23,3.82,2
0.95,59.3,3994,6.42,6.46,3.82,2
0.91,64.4,3994,6.05,6.1,3.91,3
1.06,62.6,3996,6.43,6.47,4.04,2
0.77,61.3,3996,5.91,5.94,3.63,2
1.02,58,3996,6.7,6.64,3.87,3
0.85,63.6,3997,5.97,6.01,3.81,1
1.01,61.4,3997,6.44,6.47,3.97,3
0.92,60.3,3997,6.32,6.35,3.82,2
0.9,61.1,3997,6.21,6.17,3.78,2
0.9,62.4,3997,6.18,6.15,3.85,2
0.9,62.5,3997,6.14,6.11,3.83,2
0.9,62.8,3997,6.1,6.06,3.82,2
0.9,63.2,3997,6.13,6.06,3.85,2
1.03,62.2,3997,6.5,6.46,4.03,2
1.01,63.7,3998,6.32,6.36,4.04,2
1.01,62.8,3998,6.37,6.41,4.01,3
0.91,59.2,3998,6.3,6.41,3.76,2
1.02,62.4,3998,6.42,6.37,3.99,2
1.02,64.2,3998,6.3,6.26,4.03,2
1,59,3998,6.52,6.47,3.83,1
1.19,61.5,3998,6.88,6.78,4.2,2
1.02,63.5,3998,6.33,6.24,3.99,2
1,62.2,3998,6.29,6.25,3.9,1
1.01,63.7,3999,6.32,6.37,4.04,2
1.01,59.4,3999,6.53,6.56,3.89,2
1.01,60.6,3999,6.51,6.56,3.96,2
0.7,61.2,4000,5.72,5.75,3.51,1
1.07,58.4,4001,6.68,6.78,3.93,2
0.9,61.6,4001,6.17,6.24,3.82,1
0.9,62.1,4001,6.17,6.2,3.84,2
1.03,63.7,4001,6.35,6.28,4.02,1
0.8,62.5,4002,5.95,5.98,3.73,1
0.99,60.3,4002,6.44,6.49,3.9,3
0.7,59.3,4003,5.86,5.83,3.47,2
0.89,62.7,4003,6.08,6.13,3.83,1
1.01,62.9,4004,6.37,6.3,3.98,1
1.01,60.7,4004,6.42,6.46,3.91,3
1.01,63.1,4004,6.34,6.38,4.01,3
1,60.5,4004,6.31,6.38,3.84,1
1,58.8,4004,6.5,6.53,3.83,1
1,59.5,4004,6.41,6.47,3.83,1
1,59.1,4004,6.39,6.44,3.79,1
1.02,58.3,4004,6.57,6.63,3.85,2
1.02,63.5,4004,6.34,6.38,4.04,2
0.9,63.3,4004,6.05,6.08,3.84,3
0.9,58.8,4004,6.22,6.26,3.67,3
1.01,64.2,4004,6.31,6.28,4.04,1
1.01,64,4004,6.34,6.28,4.04,2
1.1,59.5,4004,6.81,6.74,4.03,2
1.1,62.8,4004,6.68,6.57,4.16,2
0.75,62.8,4005,5.74,5.78,3.62,1
0.9,62.6,4006,6.1,6.14,3.83,3
0.9,62.6,4007,6.19,6.15,3.86,2
0.75,62,4007,5.77,5.84,3.6,2
0.71,61.2,4007,5.76,5.86,3.54,2
1.06,58.4,4007,6.7,6.65,3.9,2
0.9,62.9,4007,6.19,6.09,3.86,2
0.9,62.4,4007,6.24,6.16,3.87,2
1.01,61.8,4008,6.41,6.31,3.93,3
0.91,59.9,4008,6.35,6.27,3.78,2
1.03,62.1,4008,6.47,6.51,4.03,3
0.9,60.8,4008,6.2,6.29,3.8,1
0.9,61.9,4008,6.16,6.19,3.82,1
0.9,61.6,4008,6.16,6.21,3.81,1
0.9,62.5,4008,6.04,6.09,3.79,1
0.9,63,4009,6.09,6.14,3.85,3
0.83,61.8,4009,6.01,6.06,3.73,3
1.05,61.7,4010,6.52,6.58,4.04,1
1.17,63.6,4010,6.65,6.55,4.2,1
0.93,58.8,4010,6.49,6.37,3.78,3
0.93,62.5,4010,6.22,6.19,3.88,3
0.92,62.1,4011,6.18,6.22,3.85,1
0.92,61.7,4011,6.18,6.27,3.84,1
0.92,62.2,4011,6.2,6.24,3.87,1
0.92,62.1,4011,6.2,6.26,3.87,1
0.92,62.1,4011,6.22,6.25,3.87,1
0.9,61.9,4011,6.21,6.23,3.85,2
1.01,58.3,4011,6.64,6.66,3.88,3
1.01,59.4,4011,6.44,6.49,3.84,3
1.27,62.8,4011,6.96,6.92,4.36,3
0.91,63.5,4012,6.12,6.16,3.9,2
0.87,61.4,4012,6.15,6.2,3.79,2
0.74,60.9,4013,5.83,5.86,3.56,3
0.9,61.9,4013,6.09,6.12,3.78,3
1.04,63.2,4013,6.39,6.34,4.02,3
1.04,62.9,4013,6.5,6.41,4.06,2
1.04,62.8,4013,6.41,6.38,4.01,3
0.71,61.7,4014,5.71,5.74,3.53,2
1.12,62.1,4014,6.7,6.65,4.14,2
1.12,61,4014,6.74,6.7,4.1,1
1,60.4,4014,6.52,6.42,3.91,1
1,63,4015,6.31,6.35,3.99,2
1,63.2,4015,6.31,6.37,4.01,2
0.71,61.2,4015,5.75,5.81,3.54,1
0.9,61,4016,6.23,6.29,3.82,2
0.9,59.3,4016,6.27,6.32,3.73,3
1.01,63.8,4016,6.31,6.23,4,2
1.01,60.8,4017,6.38,6.32,3.86,3
1.01,62.5,4017,6.37,6.33,3.97,3
1.01,62.7,4017,6.43,6.37,4.01,3
1.25,61.3,4018,6.98,6.95,4.27,3
0.97,62.2,4018,6.34,6.29,3.94,2
1.05,62.7,4018,6.51,6.48,4.07,1
0.91,62.5,4018,6.19,6.09,3.84,2
0.97,58.9,4020,6.51,6.47,3.82,3
0.97,62.1,4020,6.24,6.29,3.89,2
1.07,61.1,4021,6.61,6.65,4.05,1
0.9,62.5,4021,6.13,6.19,3.85,2
0.9,63,4021,6.09,6,3.81,2
1.15,63.6,4021,6.6,6.64,4.21,3
0.7,62.7,4021,5.66,5.7,3.56,3
0.7,62.8,4022,5.65,5.69,3.56,2
1.01,59.4,4022,6.55,6.58,3.9,1
0.65,61.8,4022,5.54,5.56,3.43,2
0.91,61.9,4022,6.2,6.23,3.85,2
0.9,63.6,4022,6.1,6.04,3.86,1
1.14,62.3,4022,6.73,6.66,4.17,3
0.9,61,4022,6.2,6.13,3.76,1
0.9,59.6,4022,6.25,6.2,3.71,1
1.14,61.8,4022,6.74,6.62,4.13,2
1.5,62.9,4022,7.31,7.22,4.57,2
1.5,64,4022,7.18,7.05,4.56,2
1,62.8,4022,6.37,6.25,3.96,3
1.01,63.9,4023,6.29,6.38,4.05,2
0.83,61.5,4024,6.05,6.08,3.73,1
1.23,61.8,4025,6.85,6.91,4.25,2
0.56,62.5,4025,5.26,5.3,3.3,2
1.13,64,4025,6.58,6.52,4.19,3
1.13,58.3,4025,6.88,6.78,3.98,3
0.91,61,4026,6.23,6.19,3.79,3
0.96,63,4026,6.27,6.23,3.94,2
1,64,4026,6.31,6.26,4.01,1
0.71,61.9,4027,5.73,5.77,3.56,1
0.94,62.4,4027,6.33,6.26,3.93,1
1.16,60.7,4028,6.83,6.77,4.13,3
1.01,61.3,4028,6.44,6.48,3.96,3
1.11,61.2,4028,6.69,6.65,4.08,2
1.11,63.4,4028,6.54,6.51,4.14,2
1,63.8,4028,6.28,6.26,4,2
1.11,61.5,4029,6.56,6.61,4.05,2
0.71,60.1,4029,5.77,5.83,3.48,2
0.71,61.2,4029,5.72,5.76,3.51,2
0.71,61.2,4029,5.74,5.78,3.53,2
0.71,60.9,4029,5.76,5.79,3.52,2
0.71,61.7,4029,5.71,5.74,3.53,2
0.91,61.3,4029,6.28,6.21,3.83,1
0.71,61.2,4030,5.73,5.8,3.53,1
0.83,62,4030,6.02,5.97,3.72,3
0.91,61.9,4031,6.11,6.14,3.79,1
1.06,62.6,4031,6.52,6.46,4.06,2
1,61,4032,6.51,6.4,3.94,2
1,62.8,4032,6.39,6.35,4,3
1,62.3,4032,6.43,6.38,3.99,3
1,61,4032,6.51,6.4,3.94,2
0.57,61.3,4032,5.33,5.41,3.29,2
0.9,61.5,4032,6.19,6.23,3.82,1
1,57.3,4032,6.54,6.59,3.76,1
1,44,4032,6.31,6.24,4.12,1
1,60.4,4032,6.44,6.37,3.87,2
1.2,59.8,4032,6.92,6.83,4.11,2
0.9,61.6,4032,6.26,6.18,3.83,2
1.01,64.2,4032,6.31,6.27,4.04,1
1,62.7,4032,6.35,6.31,3.97,2
1,57.4,4032,6.61,6.53,3.77,2
1.5,61.5,4032,7.38,7.2,4.5,1
0.93,62.6,4033,6.17,6.2,3.87,2
0.91,62.6,4033,6.2,6.23,3.89,2
1,63.4,4033,6.3,6.38,4.02,3
0.9,60.1,4034,6.25,6.29,3.77,1
0.9,61.7,4034,6.21,6.26,3.85,1
0.9,60.1,4034,6.3,6.35,3.8,1
1.03,58.9,4035,6.61,6.57,3.88,1
1,63.4,4036,6.31,6.25,3.98,3
0.9,62.4,4036,6.19,6.15,3.85,1
1,59,4036,6.48,6.41,3.8,3
0.91,61.7,4036,6.21,6.17,3.82,3
0.32,63.2,576,4.38,4.32,2.75,2
0.32,62.8,576,4.37,4.33,2.73,2
0.32,63,576,4.37,4.33,2.74,2
0.32,63,576,4.39,4.34,2.75,2
0.32,63.4,576,4.37,4.33,2.76,2
0.32,61.9,576,4.41,4.38,2.72,2
0.32,63.1,576,4.42,4.36,2.77,2
0.32,61.3,576,4.42,4.36,2.69,2
0.32,62.2,576,4.39,4.36,2.72,2
0.32,61.9,576,4.38,4.34,2.7,2
0.32,63.1,576,4.37,4.34,2.75,2
0.32,61.2,576,4.44,4.39,2.7,1
0.32,62.7,576,4.42,4.39,2.76,1
0.32,61.7,576,4.41,4.38,2.71,1
0.3,60,576,4.4,4.3,2.61,2
0.25,62,576,3.99,4.04,2.49,3
0.25,60.7,576,4.07,4.1,2.48,3
0.25,60.7,576,4.09,4.11,2.49,1
0.25,61.2,576,4.08,4.12,2.51,1
0.25,61.5,576,4.02,4.04,2.48,1
0.25,62.5,576,4.02,4.05,2.52,1
0.25,62.1,576,4.04,4.07,2.52,1
0.25,62,576,4.05,4.08,2.52,1
0.25,61.1,576,4.08,4.1,2.5,3
0.25,62.9,576,3.99,4.02,2.52,1
0.25,62.5,576,4.02,4.04,2.52,1
0.25,63.1,576,4,4.05,2.54,1
0.25,61.6,576,4.08,4.1,2.52,1
0.25,62.9,576,4.01,4.03,2.53,1
0.36,60.2,576,4.6,4.63,2.78,3
1.04,60.2,4036,6.61,6.54,3.96,3
0.77,59.4,4037,5.96,6,3.55,2
0.92,61.8,4037,6.21,6.25,3.85,3
0.92,62.9,4037,6.2,6.24,3.91,3
0.92,62.7,4037,6.14,6.2,3.87,3
1,62.9,4037,6.27,6.38,3.98,3
1.02,59.1,4037,6.59,6.54,3.88,2
1.01,61.8,4038,6.39,6.36,3.94,1
1.01,62.1,4038,6.38,6.27,3.93,1
1.01,63,4038,6.34,6.29,3.98,1
1.03,61,4038,6.52,6.47,3.96,2
1.03,67,4038,6.25,6.17,4.16,2
1.01,61.2,4038,6.45,6.4,3.92,1
1.01,61.1,4038,6.39,6.37,3.9,1
1.01,63.2,4038,6.33,6.28,3.99,1
1.03,62.1,4038,6.47,6.42,4,2
1.02,60.9,4039,6.41,6.53,3.94,2
1.02,61.1,4039,6.48,6.51,3.97,2
0.76,62.1,4039,5.84,5.88,3.64,1
0.77,62.2,4039,5.85,5.88,3.65,2
0.92,61.7,4039,6.2,6.12,3.8,2
1.13,59.4,4040,6.83,6.78,4.04,1
0.74,65.4,4040,5.73,5.71,3.74,2
0.91,63.1,4041,6.16,6.1,3.87,2
1.05,61.4,4042,6.54,6.58,4.03,2
1,62.5,4042,6.27,6.36,3.95,2
0.71,62,4042,5.73,5.77,3.57,1
0.54,61.3,4042,5.24,5.26,3.22,2
1,65.6,4042,6.23,6.3,4.11,2
1.02,61,4043,6.49,6.52,3.97,3
0.8,60.9,4043,5.98,6.04,3.66,3
0.8,62.1,4043,5.93,5.98,3.7,3
1.04,58.7,4043,6.68,6.61,3.9,3
0.9,62.4,4044,6.15,6.18,3.85,2
0.9,60.6,4044,6.24,6.3,3.8,2
1.01,60.6,4044,6.47,6.53,3.94,1
1.01,61.7,4044,6.5,6.47,4,1
0.9,61.4,4044,6.19,6.23,3.81,1
1.02,61.3,4044,6.46,6.42,3.95,2
1.01,66.1,4044,6.28,6.24,4.14,2
1.02,62.3,4044,6.42,6.37,3.99,2
1.02,62.4,4044,6.42,6.37,3.99,1
1.02,62.5,4044,6.43,6.38,4,2
1.02,64.5,4044,6.3,6.23,4.04,1
1.2,65.5,4044,6.73,6.53,4.34,1
0.91,62.6,4045,6.14,6.17,3.85,1
0.91,62.8,4045,6.15,6.18,3.87,1
0.91,62.2,4045,6.15,6.19,3.84,1
0.91,61.8,4045,6.18,6.21,3.83,1
1.29,63.2,4045,6.96,6.94,4.39,1
1.09,62.3,4046,6.55,6.59,4.09,3
0.79,61.3,4046,5.96,5.98,3.66,2
1.01,63.7,4047,6.33,6.38,4.05,2
0.9,62.3,4047,6.18,6.12,3.83,3
0.72,61.7,4047,5.77,5.81,3.57,2
1.01,59.2,4047,6.35,6.41,3.78,1
1.01,58.3,4047,6.46,6.5,3.78,1
1.09,60.7,4047,6.72,6.62,4.06,1
1.1,62.6,4048,6.61,6.56,4.12,2
0.91,62.3,4049,6.08,6.15,3.81,3
0.91,61.8,4049,6.16,6.2,3.82,1
1.01,65.7,4049,6.12,6.2,4.05,3
1.14,61.3,4050,6.74,6.76,4.13,3
0.93,61,4050,6.29,6.26,3.82,2
1.23,63.7,4050,6.79,6.72,4.3,2
0.91,61.5,4051,6.27,6.22,3.84,2
0.91,62.2,4051,6.23,6.19,3.86,2
0.91,61.1,4051,6.29,6.24,3.83,2
1.01,62.5,4052,6.37,6.42,4,2
0.99,63.3,4052,6.36,6.43,4.05,3
0.9,62.8,4052,6.14,6.08,3.84,1
0.71,61.1,4053,5.74,5.78,3.52,1
0.71,61.9,4053,5.7,5.73,3.54,1
0.8,61.1,4053,5.98,6.01,3.66,1
1,61.8,4053,6.43,6.48,3.99,3
0.94,56.8,4053,6.56,6.44,3.69,3
1.17,63.9,4054,6.66,6.73,4.28,3
0.9,61.8,4054,6.14,6.2,3.81,1
0.9,62.2,4054,6.14,6.17,3.83,1
0.9,59.8,4054,6.25,6.32,3.76,3
0.9,63.3,4054,6.1,6.16,3.88,3
0.91,60.9,4054,6.28,6.2,3.8,3
1.03,62.4,4054,6.44,6.48,4.03,3
0.9,62.5,4054,6.13,6.16,3.84,3
0.88,62.3,4054,6.12,6.15,3.82,3
0.9,62.1,4054,6.02,6.16,3.78,1
0.9,62.4,4054,6.13,6.17,3.84,1
1.01,62.8,4054,6.41,6.36,4.01,1
1.11,64.8,4056,6.44,6.55,4.21,3
1.02,61.1,4057,6.54,6.49,3.98,3
1.06,63.4,4057,6.46,6.37,4.07,1
0.9,65,4057,6.11,6.04,3.95,1
1.22,62.2,4058,6.77,6.89,4.25,3
1.24,65.7,4058,6.72,6.68,4.4,1
0.9,62.7,4059,6.12,6.17,3.85,1
1.04,60.8,4059,6.54,6.59,3.99,3
0.9,62.4,4059,6.15,6.19,3.85,1
0.96,61.1,4059,6.32,6.28,3.85,1
1.03,63.1,4060,6.41,6.37,4.03,1
1.01,63.7,4060,6.31,6.38,4.04,1
0.96,60,4060,6.43,6.47,3.87,2
1.25,63.5,4060,6.73,6.65,4.25,2
1.06,57.2,4060,6.84,6.74,3.88,2
1.02,62.2,4061,6.41,6.36,3.97,2
0.9,63.9,4062,6.06,6.09,3.88,3
0.9,60.4,4062,6.29,6.32,3.81,3
0.9,61.1,4062,6.2,6.17,3.78,1
0.89,61.7,4062,6.22,6.19,3.83,1
0.93,61,4062,6.34,6.28,3.85,1
0.9,62.3,4062,6.18,6.14,3.84,1
0.97,61.9,4063,6.31,6.35,3.92,3
0.97,59.9,4063,6.38,6.45,3.84,3
0.97,56.4,4063,6.59,6.54,3.7,3
0.9,61.8,4064,6.18,6.16,3.81,2
0.9,62.1,4064,6.11,6.2,3.82,2
1.01,62.9,4064,6.29,6.37,3.98,2
1.01,63.1,4064,6.31,6.33,3.99,1
1.01,62.3,4064,6.34,6.37,3.96,1
0.96,63.1,4064,6.2,6.25,3.93,2
0.9,63,4064,6.13,6.1,3.85,2
1.12,62.3,4064,6.72,6.61,4.15,3
1.12,62.7,4064,6.65,6.61,4.16,3
1.44,58.2,4064,7.39,7.35,4.29,3
0.9,61.2,4064,6.28,6.24,3.83,2
0.9,61.5,4064,6.19,6.13,3.79,2
1.12,62.4,4065,6.58,6.63,4.12,2
1.1,63.3,4065,6.53,6.58,4.15,1
0.92,62,4065,6.26,6.32,3.9,3
1,64.3,4065,6.21,6.3,4.02,2
0.91,61.7,4066,6.22,6.25,3.85,2
0.91,62.7,4066,6.1,6.03,3.8,2
1.12,58.5,4066,6.83,6.89,4.01,3
1.1,63.4,4066,6.56,6.54,4.15,1
0.91,62.6,4067,6.22,6.25,3.9,2
0.91,58,4067,6.36,6.47,3.72,3
0.9,62.4,4068,6.15,6.18,3.85,2
0.9,61.8,4068,6.16,6.2,3.82,2
0.9,62.5,4068,6.11,6.14,3.83,2
0.9,61.1,4068,6.17,6.21,3.78,2
0.9,63.2,4068,6.06,6.13,3.85,2
0.9,62.8,4068,6.06,6.1,3.82,2
0.92,62.4,4068,6.21,6.23,3.88,1
0.95,62.2,4068,6.26,6.35,3.92,1
0.84,61.7,4068,6.08,6.11,3.76,1
0.8,62.8,4070,5.91,5.96,3.73,3
0.95,60.7,4070,6.36,6.3,3.84,1
1.03,58.8,4070,6.58,6.51,3.85,1
1.1,59.4,4071,6.79,6.74,4.02,1
1.18,63.6,4071,6.74,6.72,4.28,1
1.12,61.2,4071,6.7,6.66,4.09,2
1.01,61.8,4072,6.45,6.37,3.96,2
1.01,60.2,4072,6.48,6.44,3.89,1
1.01,63.1,4072,6.37,6.3,4,3
