x,depth,price,x,y,z,class
1,61.1,1965,6.18,6.11,1.89,0
1,65,1965,6.17,6.11,4.06,1
1.15,60,575,4,4.04,1.47,0
1.15,60.1,575,4,4.01,1.48,0
1.11,59.9,575,4.48,4.57,1.7,1
1.1,61,575,4.1,4.16,1.61,0
1.11,61.1,575,4.41,4.45,1.76,1
1.11,60.4,575,4.41,4.44,1.71,1
1.15,60.9,575,4.06,4.09,1.48,1
1.11,61.1,575,4.45,4.46,1.77,1
1.15,60.1,575,4.04,4.08,1.49,0
1.17,61.7,575,4.55,4.59,1.9,1
1.11,60.9,576,4.16,4.19,1.7,0
1.11,60.6,576,4.44,4.4,1.68,1
1.11,61.4,576,4.4,4.15,1.71,0
1.11,61,576,4.4,4.16,1.71,0
1.11,59.7,576,4.45,4.41,1.65,0
1.11,61.7,576,4.17,4.14,1.71,0
1.11,60.1,576,4.45,4.44,1.68,1
1.11,60.5,576,4.4,4.4,1.7,1
1.11,61.1,576,4.41,4.19,1.74,1
1.11,61.6,576,4.41,4.17,1.75,1
1.11,61.5,576,4.19,4.18,1.74,1
1.11,61,576,4.41,4.18,1.77,1
1.11,60.1,576,4.41,4.18,1.7,1
1.11,60,576,4.41,4.19,1.69,1
1.11,61.5,576,4.19,4.15,1.71,1
1.11,61,576,4.4,4.16,1.71,1
1.11,60.6,576,4.19,4.17,1.7,1
1.11,61.5,576,4.4,4.17,1.74,1
1.11,61.9,576,4.4,4.17,1.76,1
1.11,61.1,576,4.17,4.15,1.7,1
1,66.5,1965,6.14,6.1,4.04,1
1.1,61,1965,6.84,6.69,4.1,1
1.77,61.7,1966,5.84,5.89,1.67,0
1,60.8,1966,6.16,6.19,1.94,0
1,61,1966,6.17,6.18,1.91,0
1,61,1966,6.19,6.14,1.98,0
1.81,60.9,1966,6,6.01,1.71,0
1.77,59.4,1966,6,5.96,1.55,1
1.8,60.7,1967,5.98,5.95,1.68,0
1.11,59.4,1967,6.78,6.81,4.04,0
1.91,61.5,1967,6.06,6.01,1.9,1
1.91,60.8,1967,6.15,6.1,1.85,1
1.9,60,1967,6.14,6.09,1.79,1
1.19,60.6,1968,6.64,6.57,4.07,1
1.9,60.5,1968,6.1,6.11,1.81,0
1.9,60.8,1968,6.15,6.19,1.8,0
1.9,61.8,1968,6.01,6.06,1.86,0
1.61,61.1,1968,5.45,5.48,1.4,1
1.19,60.9,1968,6.65,6.58,4,1
1.11,60.1,1970,6.41,6.46,1.95,1
1,61.5,1970,6.11,6.1,1.98,1
1,61,1970,6.41,6.19,1.98,1
1,59.4,1970,6.59,6.57,1.9,1
1.8,60.4,1971,5.97,6.01,1.68,0
1.8,61.4,1971,5.91,5.99,1.71,1
1.9,61.4,1971,6.05,6.09,1.79,1
1.11,64.6,1971,6.11,6.18,4.07,1
1.9,64,1971,6,6.06,1.86,0
1.7,60.1,1974,5.69,5.71,1.5,1
1.11,59.6,1974,6.5,6.54,1.89,1
1.11,60.1,1974,6.59,6.51,1.95,1
1,61,1975,6.19,6.16,1.99,1
1.9,61.1,1975,6,6.05,1.8,1
1.9,60.1,1975,6.15,6.19,1.84,1
1.8,60.5,1975,6,6.06,1.7,0
1.16,61.4,1975,6.48,6.54,4.06,1
1.96,60.6,1975,6.14,6.19,1.86,1
1,59.1,1975,6.44,6.5,1.84,1
1.9,61.1,1975,6.09,6.05,1.84,0
1.9,61.6,1975,6.07,6.04,1.85,0
1.9,61.8,1975,6.08,6.05,1.87,0
1.9,60.8,1975,6.1,6.08,1.81,0
1.9,61.1,1976,6.09,6.06,1.87,0
1.11,61.7,1977,6.71,6.79,4.1,1
1.97,59.6,1977,6.4,6.47,1.84,1
1.9,61,1977,6.1,6,1.8,1
1.9,64.5,1977,6,6.08,1.9,0
1,61.7,1977,6.16,6.11,4.04,1
1,61.4,1977,6.15,6.1,1.95,1
1.16,60.7,1977,6.6,6.59,4,0
1,60.9,1978,6.61,6.6,4,1
1.81,60.8,1979,6.01,6.05,1.71,0
1.9,61.7,1979,6,6.1,1.86,1
1.11,61.8,1980,6.41,6.18,4.01,1
1.77,60.6,1980,5.88,5.9,1.61,1
1.71,60.5,1980,5.79,5.81,1.57,1
1.18,64.1,1980,6.46,6.44,4.05,1
1.18,65,1980,6.47,6.44,4.1,1
1.8,61.5,1980,5.9,5.94,1.76,0
1,60.6,1980,6.49,6.4,1.9,0
1,59,1981,6.57,6.6,1.89,1
1.11,60.9,1981,6.41,6.46,1.99,1
1.11,60,1984,6.49,6.54,1.98,1
1.81,60.1,1984,6.01,6,1.71,1
1.9,61.1,1984,6.04,6.07,1.8,0
1.1,64.6,1984,6.74,6.64,4.11,1
1.95,61.9,1984,6.16,6.1,1.91,1
1.91,61.9,1984,6.15,6.09,1.9,0
1.14,60.1,1984,6.49,6.44,1.96,1
1.17,61.1,1984,6.76,6.71,4.09,1
1.1,60.8,1984,6.91,6.88,4.09,1
1.91,60.6,1985,6.19,6.11,1.89,1
1.19,61.6,1985,7.05,7,4.46,1
1.9,60.6,1985,6.14,6.11,1.84,0
1.91,61.5,1986,6.09,6.16,1.89,0
1.9,60.5,1986,6.16,6.14,1.8,0
1.11,59,1987,6.85,6.81,4.04,1
1.11,61.4,1987,6.68,6.61,4.05,1
1.11,61.1,1987,6.67,6.6,4.01,1
1.11,61,1987,6.45,6.4,1.99,1
1.91,61.8,1988,6.09,6.17,1.9,1
1.9,61,1989,6.06,6.1,1.84,1
1.9,61,1989,6.08,6.01,1.85,1
1.9,61.6,1989,6.04,6.11,1.87,1
1.9,61,1989,6.06,6.11,1.85,1
1.9,60.9,1989,6.04,6.08,1.8,1
1.9,59.5,1989,6.18,6.11,1.75,1
1.96,60,1989,6.47,6.41,1.87,1
1.16,60,1989,6.64,6.59,1.97,0
1.15,61.6,1989,6.4,6.16,4.06,1
1.7,61.1,1990,5.67,5.71,1.55,0
1.91,61,1990,6.17,6.19,1.9,0
1.9,61.7,1990,6,6.05,1.84,1
1.91,61.5,1990,6.1,6.14,1.89,1
1.81,60.1,1990,6.04,6.06,1.7,1
1.9,61,1990,6.06,6.01,1.78,0
1.15,64.4,1990,6.81,6.7,4.16,1
1.71,60.8,1990,5.8,5.78,1.58,1
1.9,61.6,1990,6.17,6.1,1.8,0
1,61.8,1990,6.15,6.41,4,1
1,64,1990,6.1,6.11,4.05,1
1.9,61.7,1990,6.08,6,1.88,1
1,56.8,1990,6.61,6.58,1.75,0
1,61.1,1990,6.17,6.11,1.98,1
1,59,1990,6.41,6.46,1.8,1
1,66.8,1990,6.1,6.01,4.01,1
1,61.8,1990,6.41,6.18,4.01,1
1,60.8,1990,6.17,6.1,1.91,1
1.18,61.7,1991,6.51,6.49,4.08,1
1.9,59.1,1991,6.17,6.1,1.71,1
1.9,58.9,1991,6.08,6.07,1.64,1
1.9,61.8,1991,6.06,6.01,1.86,1
1.9,59.6,1991,6.14,6.07,1.7,1
1.9,61.9,1991,6.09,6.06,1.88,1
1.9,61.4,1991,6.05,6,1.81,1
1.9,61.4,1991,6.11,6.08,1.87,1
1.9,60.6,1991,6.09,6.04,1.8,1
1.8,61,1991,5.99,5.9,1.75,1
1.9,61.9,1991,6.08,6.01,1.87,1
1.9,61.7,1991,6,6.07,1.9,1
1.74,61.5,1991,5.78,5.71,1.65,0
1.97,60.9,1991,6.15,6.1,1.91,1
1.97,59.9,1991,6.45,6.18,1.84,1
1.9,60.5,1994,6.1,6.11,1.81,1
1.95,59.1,1994,6.41,6.46,1.81,1
1.9,64.4,1994,6.05,6,1.9,1
1.16,61.6,1996,6.41,6.47,4.04,1
1.77,60.1,1996,5.9,5.94,1.61,1
1.11,58,1996,6.7,6.64,1.87,1
1.85,61.6,1997,5.97,6,1.8,0
1,60.4,1997,6.44,6.47,1.97,1
1.91,60.1,1997,6.11,6.15,1.81,1
1.9,60,1997,6.1,6.07,1.78,1
1.9,61.4,1997,6.08,6.05,1.85,1
1.9,61.5,1997,6.04,6,1.81,1
1.9,61.8,1997,6,6.06,1.81,1
1.9,61.1,1997,6.01,6.06,1.85,1
1.11,61.1,1997,6.5,6.46,4.01,1
1,61.7,1998,6.11,6.16,4.04,1
1,61.8,1998,6.17,6.4,4,1
1.9,59.1,1998,6.1,6.4,1.76,1
1.11,61.4,1998,6.41,6.17,1.99,1
1.11,64.1,1998,6.1,6.16,4.01,1
1,59,1998,6.51,6.47,1.81,0
1.19,60.5,1998,6.88,6.78,4.1,1
1.11,61.5,1998,6.11,6.14,1.99,1
1,61.1,1998,6.19,6.15,1.9,0
1,61.7,1999,6.11,6.17,4.04,1
1,59.4,1999,6.51,6.56,1.89,1
1,60.6,1999,6.5,6.56,1.96,1
1.7,60.1,4000,5.71,5.75,1.5,0
1.17,58.4,4000,6.68,6.78,1.91,1
1.9,60.6,4000,6.07,6.14,1.81,0
1.9,61,4000,6.07,6.1,1.84,1
1.11,61.7,4000,6.15,6.18,4.01,0
1.8,61.5,4001,5.95,5.98,1.71,0
1.99,60.1,4001,6.44,6.49,1.9,1
1.7,59.1,4001,5.86,5.81,1.47,1
1.89,61.7,4001,6.08,6.01,1.81,0
1,61.9,4004,6.17,6.1,1.98,0
1,60.7,4004,6.41,6.46,1.9,1
1,61,4004,6.14,6.18,4,1
1,60.5,4004,6.1,6.18,1.84,0
1,58.8,4004,6.5,6.51,1.81,0
1,59.5,4004,6.4,6.47,1.81,0
1,59,4004,6.19,6.44,1.79,0
1.11,58.1,4004,6.57,6.61,1.85,1
1.11,61.5,4004,6.14,6.18,4.04,1
1.9,61.1,4004,6.05,6.08,1.84,1
1.9,58.8,4004,6.11,6.16,1.67,1
1,64.1,4004,6.1,6.18,4.04,0
1,64,4004,6.14,6.18,4.04,1
1,59.5,4004,6.8,6.74,4.01,1
1,61.8,4004,6.68,6.57,4.06,1
1.75,61.8,4005,5.74,5.78,1.61,0
1.9,61.6,4006,6,6.04,1.81,1
1.9,61.6,4007,6.09,6.05,1.86,1
1.75,61,4007,5.77,5.84,1.6,1
1.7,60.1,4007,5.76,5.86,1.54,1
1.16,58.4,4007,6.7,6.65,1.9,1
1.9,61.9,4007,6.09,6.09,1.86,1
1.9,61.4,4007,6.14,6.06,1.87,1
1,60.8,4008,6.4,6.1,1.91,1
1.9,59.9,4008,6.15,6.17,1.78,1
1.11,61,4008,6.47,6.5,4.01,1
1.9,60.8,4008,6.1,6.19,1.8,0
1.9,60.9,4008,6.06,6.09,1.81,0
1.9,60.6,4008,6.06,6.1,1.8,0
1.9,61.5,4008,6.04,6.09,1.79,0
1.9,61,4009,6.09,6.04,1.85,1
1.81,60.8,4009,6,6.06,1.71,1
1.15,60.7,4000,6.51,6.58,4.04,0
1.17,61.6,4000,6.65,6.55,4.1,0
1.91,58.8,4000,6.49,6.17,1.78,1
1.91,61.5,4000,6.11,6.09,1.88,1
1.91,61,4000,6.08,6.11,1.85,0
1.91,60.7,4000,6.08,6.17,1.84,0
1.91,61.1,4000,6.1,6.14,1.87,0
1.91,61,4000,6.1,6.16,1.87,0
1.91,61,4000,6.11,6.15,1.87,0
1.9,60.9,4000,6.1,6.11,1.85,1
1,58.1,4000,6.64,6.66,1.88,1
1,59.4,4000,6.44,6.49,1.84,1
1.17,61.8,4000,6.96,6.91,4.16,1
1.9,61.5,4001,6.01,6.06,1.9,1
1.87,60.4,4001,6.05,6.1,1.79,1
1.74,60.9,4001,5.81,5.86,1.56,1
1.9,60.9,4001,6.09,6.01,1.78,1
1.14,61.1,4001,6.19,6.14,4.01,1
1.14,61.9,4001,6.5,6.4,4.06,1
1.14,61.8,4001,6.4,6.18,4,1
1.7,60.7,4004,5.7,5.74,1.51,1
1.11,61,4004,6.7,6.65,4.04,1
1.11,60,4004,6.74,6.7,4,0
1,60.4,4004,6.51,6.41,1.9,0
1,61,4005,6.1,6.15,1.99,1
1,61.1,4005,6.1,6.17,4,1
1.7,60.1,4005,5.75,5.8,1.54,0
1.9,60,4006,6.11,6.19,1.81,1
1.9,59.1,4006,6.17,6.11,1.71,1
1,61.8,4006,6.1,6.11,4,1
1,60.8,4007,6.18,6.11,1.86,1
1,61.5,4007,6.17,6.11,1.97,1
1,61.7,4007,6.41,6.17,4,1
1.15,60.1,4008,6.98,6.95,4.17,1
1.97,61.1,4008,6.14,6.19,1.94,1
1.15,61.7,4008,6.5,6.48,4.07,0
1.9,61.5,4008,6.09,6.09,1.84,1
1.97,58.9,4010,6.5,6.47,1.81,1
1.97,61,4010,6.14,6.19,1.89,1
1.17,60,4010,6.6,6.65,4.05,0
1.9,61.5,4010,6.01,6.09,1.85,1
1.9,61,4010,6.09,6,1.8,1
1.15,61.6,4010,6.6,6.64,4.1,1
1.7,61.7,4010,5.66,5.7,1.56,1
1.7,61.8,4011,5.65,5.69,1.56,1
1,59.4,4011,6.55,6.58,1.9,0
1.65,60.8,4011,5.54,5.56,1.41,1
1.9,60.9,4011,6.1,6.11,1.85,1
1.9,61.6,4011,6,6.04,1.86,0
1.14,61.1,4011,6.71,6.66,4.07,1
1.9,60,4011,6.1,6.01,1.76,0
1.9,59.6,4011,6.15,6.1,1.7,0
1.14,60.8,4011,6.74,6.61,4.01,1
1.5,61.9,4011,7.1,7.11,4.57,1
1.5,64,4011,7.08,7.05,4.56,1
1,61.8,4011,6.17,6.15,1.96,1
1,61.9,4011,6.19,6.18,4.05,1
1.81,60.5,4014,6.05,6.08,1.71,0
1.11,60.8,4015,6.85,6.9,4.15,1
1.56,61.5,4015,5.16,5.1,1.1,1
1.11,64,4015,6.58,6.51,4.09,1
1.11,58.1,4015,6.88,6.78,1.98,1
1.9,60,4016,6.11,6.09,1.79,1
1.96,61,4016,6.17,6.11,1.94,1
1,64,4016,6.1,6.16,4,0
1.7,60.9,4017,5.71,5.77,1.56,0
1.94,61.4,4017,6.11,6.16,1.91,0
1.16,60.7,4018,6.81,6.77,4.01,1
1,60.1,4018,6.44,6.48,1.96,1
1,60.1,4018,6.69,6.65,4.08,1
1,61.4,4018,6.54,6.5,4.04,1
1,61.8,4018,6.18,6.16,4,1
1,60.5,4019,6.56,6.6,4.05,1
1.7,60,4019,5.77,5.81,1.48,1
1.7,60.1,4019,5.71,5.76,1.5,1
1.7,60.1,4019,5.74,5.78,1.51,1
1.7,60.9,4019,5.76,5.79,1.51,1
1.7,60.7,4019,5.7,5.74,1.51,1
1.9,60.1,4019,6.18,6.1,1.81,0
1.7,60.1,4010,5.71,5.8,1.51,0
1.81,61,4010,6.01,5.97,1.71,1
1.9,60.9,4010,6,6.04,1.79,0
1.16,61.6,4010,6.51,6.46,4.06,1
1,60,4011,6.5,6.4,1.94,1
1,61.8,4011,6.19,6.15,4,1
1,61.1,4011,6.41,6.18,1.99,1
1,60,4011,6.5,6.4,1.94,1
1.57,60.1,4011,5.11,5.4,1.19,1
1.9,60.5,4011,6.09,6.11,1.81,0
1,57.1,4011,6.54,6.59,1.76,0
1,44,4011,6.1,6.14,4.01,0
1,60.4,4011,6.44,6.17,1.87,1
1.1,59.8,4011,6.91,6.81,4,1
1.9,60.6,4011,6.16,6.08,1.81,1
1,64.1,4011,6.1,6.17,4.04,0
1,61.7,4011,6.15,6.1,1.97,1
1,57.4,4011,6.6,6.51,1.77,1
1.5,60.5,4011,7.18,7.1,4.5,0
1.91,61.6,4011,6.07,6.1,1.87,1
1.9,61.6,4011,6.1,6.11,1.89,1
1,61.4,4011,6.1,6.18,4.01,1
1.9,60,4014,6.15,6.19,1.77,0
1.9,60.7,4014,6.1,6.16,1.85,0
1.9,60,4014,6.1,6.15,1.8,0
1.11,58.9,4015,6.6,6.57,1.88,0
1,61.4,4016,6.1,6.15,1.98,1
1.9,61.4,4016,6.09,6.05,1.85,0
1,59,4016,6.48,6.4,1.8,1
1.9,60.7,4016,6.1,6.07,1.81,1
1.11,61.1,576,4.18,4.11,1.75,1
1.11,61.8,576,4.17,4.11,1.71,1
1.11,61,576,4.17,4.11,1.74,1
1.11,61,576,4.19,4.14,1.75,1
1.11,61.4,576,4.17,4.11,1.76,1
1.11,60.9,576,4.4,4.18,1.71,1
1.11,61,576,4.41,4.16,1.77,1
1.11,60.1,576,4.41,4.16,1.69,1
1.11,61.1,576,4.19,4.16,1.71,1
1.11,60.9,576,4.18,4.14,1.7,1
1.11,61,576,4.17,4.14,1.75,1
1.11,60.1,576,4.44,4.19,1.7,0
1.11,61.7,576,4.41,4.19,1.76,0
1.11,60.7,576,4.4,4.18,1.7,0
1.1,60,576,4.4,4.1,1.6,1
1.15,61,576,1.99,4.04,1.49,1
1.15,60.7,576,4.07,4,1.48,1
1.15,60.7,576,4.09,4,1.49,0
1.15,60.1,576,4.08,4.01,1.5,0
1.15,60.5,576,4.01,4.04,1.48,0
1.15,61.5,576,4.01,4.05,1.51,0
1.15,61,576,4.04,4.07,1.51,0
1.15,61,576,4.05,4.08,1.51,0
1.15,60,576,4.08,4,1.5,1
1.15,61.9,576,1.99,4.01,1.51,0
1.15,61.5,576,4.01,4.04,1.51,0
1.15,61,576,4,4.05,1.54,0
1.15,60.6,576,4.08,4,1.51,0
1.15,61.9,576,4,4.01,1.51,0
1.16,60.1,576,4.6,4.61,1.78,1
1.14,60.1,4016,6.6,6.54,1.96,1
1.77,59.4,4017,5.96,6,1.55,1
1.91,60.8,4017,6.1,6.15,1.85,1
1.91,61.9,4017,6.1,6.14,1.9,1
1.91,61.7,4017,6.04,6.1,1.87,1
1,61.9,4017,6.17,6.18,1.98,1
1.11,59,4017,6.59,6.54,1.88,1
1,60.8,4018,6.19,6.16,1.94,0
1,61,4018,6.18,6.17,1.91,0
1,61,4018,6.14,6.19,1.98,0
1.11,60,4018,6.51,6.47,1.96,1
1.11,67,4018,6.15,6.07,4.06,1
1,60.1,4018,6.45,6.4,1.91,0
1,60,4018,6.19,6.17,1.9,0
1,61.1,4018,6.11,6.18,1.99,0
1.11,61,4018,6.47,6.41,4,1
1.11,60.9,4019,6.4,6.51,1.94,1
1.11,60,4019,6.48,6.5,1.97,1
1.76,61,4019,5.84,5.88,1.64,0
1.77,61.1,4019,5.85,5.88,1.65,1
1.91,60.7,4019,6.1,6.01,1.8,1
1.11,59.4,4040,6.81,6.78,4.04,0
1.74,65.4,4040,5.71,5.7,1.74,1
1.9,61,4040,6.06,6,1.87,1
1.15,60.4,4041,6.54,6.58,4.01,1
1,61.5,4041,6.17,6.16,1.95,1
1.7,61,4041,5.71,5.77,1.57,0
1.54,60.1,4041,5.14,5.16,1.11,1
1,65.6,4041,6.11,6.1,4,1
1.11,60,4041,6.49,6.51,1.97,1
1.8,60.9,4041,5.98,6.04,1.66,1
1.8,61,4041,5.91,5.98,1.7,1
1.14,58.7,4041,6.68,6.6,1.9,1
1.9,61.4,4044,6.05,6.08,1.85,1
1.9,60.6,4044,6.14,6.1,1.8,1
1,60.6,4044,6.47,6.51,1.94,0
1,60.7,4044,6.5,6.47,4,0
1.9,60.4,4044,6.09,6.11,1.8,0
1.11,60.1,4044,6.46,6.41,1.95,1
1,66,4044,6.18,6.14,4.04,1
1.11,61.1,4044,6.41,6.17,1.99,1
1.11,61.4,4044,6.41,6.17,1.99,0
1.11,61.5,4044,6.41,6.18,4,1
1.11,64.5,4044,6.1,6.11,4.04,0
1.1,65.5,4044,6.71,6.51,4.14,0
1.9,61.6,4045,6.04,6.07,1.85,0
1.9,61.8,4045,6.05,6.08,1.87,0
1.9,61.1,4045,6.05,6.09,1.84,0
1.9,60.8,4045,6.08,6.1,1.81,0
1.19,61.1,4045,6.96,6.94,4.19,0
1.19,61.1,4046,6.55,6.59,4.09,1
1.79,60.1,4046,5.96,5.98,1.66,1
1,61.7,4047,6.11,6.18,4.05,1
1.9,61.1,4047,6.08,6.01,1.81,1
1.71,60.7,4047,5.77,5.8,1.57,1
1,59.1,4047,6.15,6.4,1.78,0
1,58.1,4047,6.46,6.5,1.78,0
1.19,60.7,4047,6.71,6.61,4.06,0
1,61.6,4048,6.6,6.56,4.01,1
1.9,61.1,4049,6.08,6.05,1.8,1
1.9,60.8,4049,6.06,6.1,1.81,0
1,65.7,4049,6.01,6.1,4.05,1
1.14,60.1,4050,6.74,6.76,4.01,1
1.91,60,4050,6.19,6.16,1.81,1
1.11,61.7,4050,6.79,6.71,4.1,1
1.9,60.5,4050,6.17,6.11,1.84,1
1.9,61.1,4050,6.11,6.09,1.86,1
1.9,60,4050,6.19,6.14,1.81,1
1,61.5,4051,6.17,6.41,4,1
1.99,61.1,4051,6.16,6.41,4.05,1
1.9,61.8,4051,6.04,6.08,1.84,0
1.7,60,4051,5.74,5.78,1.51,0
1.7,60.9,4051,5.7,5.71,1.54,0
1.8,60,4051,5.98,6,1.66,0
1,60.8,4051,6.41,6.48,1.99,1
1.94,56.8,4051,6.56,6.44,1.69,1
1.17,61.9,4054,6.66,6.71,4.18,1
1.9,60.8,4054,6.04,6.1,1.8,0
1.9,61.1,4054,6.04,6.07,1.81,0
1.9,59.8,4054,6.15,6.11,1.76,1
1.9,61.1,4054,6,6.06,1.88,1
1.9,60.9,4054,6.18,6.1,1.8,1
1.11,61.4,4054,6.44,6.48,4.01,1
1.9,61.5,4054,6.01,6.06,1.84,1
1.88,61.1,4054,6.01,6.05,1.81,1
1.9,61,4054,6.01,6.06,1.78,0
1.9,61.4,4054,6.01,6.07,1.84,0
1,61.8,4054,6.4,6.16,4,0
1,64.8,4056,6.44,6.55,4.1,1
1.11,60,4057,6.54,6.49,1.98,1
1.16,61.4,4057,6.46,6.17,4.07,0
1.9,65,4057,6,6.04,1.95,0
1.11,61.1,4058,6.77,6.89,4.15,1
1.14,65.7,4058,6.71,6.68,4.4,0
1.9,61.7,4059,6.01,6.07,1.85,0
1.14,60.8,4059,6.54,6.59,1.99,1
1.9,61.4,4059,6.05,6.09,1.85,0
1.96,60,4059,6.11,6.18,1.85,0
1.11,61,4060,6.4,6.17,4.01,0
1,61.7,4060,6.1,6.18,4.04,0
1.96,60,4060,6.41,6.47,1.87,1
1.15,61.5,4060,6.71,6.65,4.15,1
1.16,57.1,4060,6.84,6.74,1.88,1
1.11,61.1,4060,6.4,6.16,1.97,1
1.9,61.9,4061,6.06,6.09,1.88,1
1.9,60.4,4061,6.19,6.11,1.8,1
1.9,60,4061,6.1,6.07,1.78,0
1.89,60.7,4061,6.11,6.09,1.81,0
1.91,60,4061,6.14,6.18,1.85,0
1.9,61.1,4061,6.08,6.04,1.84,0
1.97,60.9,4061,6.1,6.15,1.91,1
1.97,59.9,4061,6.18,6.45,1.84,1
1.97,56.4,4061,6.59,6.54,1.7,1
1.9,60.8,4064,6.08,6.06,1.8,1
1.9,61,4064,6,6.1,1.81,1
1,61.9,4064,6.19,6.17,1.98,1
1,61,4064,6.1,6.11,1.99,0
1,61.1,4064,6.14,6.17,1.96,0
1.96,61,4064,6.1,6.15,1.91,1
1.9,61,4064,6.01,6,1.85,1
1.11,61.1,4064,6.71,6.6,4.05,1
1.11,61.7,4064,6.65,6.6,4.06,1
1.44,58.1,4064,7.19,7.15,4.19,1
1.9,60.1,4064,6.18,6.14,1.81,1
1.9,60.5,4064,6.09,6.01,1.79,1
1.11,61.4,4065,6.58,6.61,4.01,1
1,61.1,4065,6.51,6.58,4.05,0
1.91,61,4065,6.16,6.11,1.9,1
1,64.1,4065,6.1,6.1,4.01,1
1.9,60.7,4066,6.11,6.15,1.85,1
1.9,61.7,4066,6,6.01,1.8,1
1.11,58.5,4066,6.81,6.89,4,1
1,61.4,4066,6.56,6.54,4.05,0
1.9,61.6,4067,6.11,6.15,1.9,1
1.9,58,4067,6.16,6.47,1.71,1
1.9,61.4,4068,6.05,6.08,1.85,1
1.9,60.8,4068,6.06,6.1,1.81,1
1.9,61.5,4068,6,6.04,1.81,1
1.9,60,4068,6.07,6.1,1.78,1
1.9,61.1,4068,6.06,6.01,1.85,1
1.9,61.8,4068,6.06,6,1.81,1
1.91,61.4,4068,6.1,6.11,1.88,0
1.95,61.1,4068,6.16,6.15,1.91,0
1.84,60.7,4068,6.08,6,1.76,0
1.8,61.8,4070,5.9,5.96,1.71,1
1.95,60.7,4070,6.16,6.1,1.84,0
1.11,58.8,4070,6.58,6.5,1.85,0
1,59.4,4070,6.79,6.74,4.01,0
1.18,61.6,4070,6.74,6.71,4.18,0
1.11,60.1,4070,6.7,6.66,4.09,1
1,60.8,4071,6.45,6.17,1.96,1
1,60.1,4071,6.48,6.44,1.89,0
1,61,4071,6.17,6.1,4,1
1,60.7,4071,6.4,6.17,1.94,1
1.9,61.7,4071,6.01,6.05,1.85,1
1.9,60.6,4071,6.01,6.09,1.71,1
1,59.4,4071,6.56,6.51,1.89,1
1,61.7,4071,6.17,6.11,4.04,1
1,65.7,4071,6.11,6.18,4.04,0
1,61.4,4071,6.15,6.08,1.94,1
1,61,4071,6.49,6.41,4,1
1,61.6,4071,6.18,6.14,4.04,1
1,60.5,4071,6.51,6.5,1.94,1
1,58.6,4071,6.5,6.45,1.8,1
1.91,61.7,4071,6.14,6.04,1.88,1
1,61.5,4071,6.64,6.6,4.04,1
1.9,60.6,4074,6.01,6.16,1.8,1
1.99,60.6,4075,6.45,6.18,1.89,1
1.17,58.4,4075,6.78,6.68,1.91,1
1,61,4075,6.59,6.54,4.04,1
1,61.1,4077,6.11,6.18,1.91,0
1.9,61,4077,6.07,6.04,1.81,0
1.91,60.1,4077,6.1,6.16,1.81,1
1,56.9,4077,6.68,6.64,1.79,1
1,60.5,4077,6.19,6.11,1.85,0
1.9,60.6,4077,6.17,6.11,1.81,0
1,60.5,4077,6.18,6.1,1.84,0
1.11,60,4077,6.71,6.66,4.08,1
1,59,4077,6.44,6.19,1.79,0
1,59.5,4077,6.47,6.4,1.81,0
1,60.7,4077,6.19,6.11,1.86,0
1.11,60,4077,6.68,6.65,4.07,1
1,61.6,4077,6.41,6.19,4,0
1.14,59.6,4077,6.64,6.59,1.94,1
1.14,61.1,4077,6.5,6.48,4.04,1
1.11,60.1,4077,6.69,6.68,4,1
1,61,4077,6.41,6.1,1.95,0
1,60.6,4077,6.47,6.4,1.9,1
1,64.6,4077,6.11,6.08,4,0
1.9,64,4078,6.04,6.09,1.88,1
1.9,61.9,4078,6.09,6.09,1.86,1
1.9,61.4,4078,6.06,6.14,1.87,1
1.11,60.7,4078,6.48,6.54,1.95,1
1.11,60.1,4078,6.49,6.51,1.99,1
1.11,61.1,4078,6.41,6.46,4,1
1.19,61.8,4078,6.5,6.55,4.06,1
1,60.7,4078,6.47,6.45,1.91,1
1,60.1,4078,6.5,6.46,1.97,1
1.97,61.1,4078,6.18,6.11,1.91,0
1.16,59.1,4078,6.64,6.6,1.91,0
1.11,58,4078,6.67,6.58,1.85,0
1.19,61.4,4078,6.74,6.7,4.1,0
1,61.5,4079,6.14,6.19,4.04,0
1,59.5,4079,6.56,6.59,1.9,0
1.9,60.6,4079,6.09,6.01,1.71,0
1,60.7,4080,6.4,6.46,1.9,1
1.9,61.5,4080,6.05,6.04,1.87,0
1.9,61.5,4080,6.07,6,1.87,0
1,61.8,4080,6.17,6.44,4.01,1
1,61.6,4080,6.18,6.11,1.95,1
1,61.9,4080,6.1,6.19,1.99,1
1,61.6,4080,6.1,6.17,1.97,1
1,61.8,4080,6.18,6.11,4.01,1
1,61.7,4080,6.19,6.14,1.96,1
1.91,58.8,4080,6.17,6.49,1.78,1
1.91,61.5,4080,6.09,6.11,1.88,1
1.9,60.6,4080,6.17,6.1,1.8,1
1,61,4080,6.1,6.18,4,1
1.9,61.1,4081,6.05,6,1.81,1
1,60.1,4081,6.4,6.48,1.88,1
1.74,61.1,4081,5.78,5.81,1.6,0
1.71,60.8,4081,5.74,5.78,1.56,1
1.71,60,4081,5.79,5.8,1.54,1
1.9,60.8,4081,6.07,6.01,1.8,1
1.9,60.1,4081,6.14,6.09,1.8,1
1.9,61.7,4081,6.05,6,1.84,1
